frame,file,mR,mG,mB,sharp,u',v'
58,motion_0053.jpg,99.7545312880448,90.55111273435598,84.59357195032871,202.37163323220162,0.20302356340646538,0.4737364619169706
59,motion_0054.jpg,118.82381537308461,107.7742910976016,102.75340918554298,201.70336597917623,0.20295266866206924,0.47245842118590436
60,motion_0055.jpg,29.379314562988032,24.24777263552774,23.428647882729514,227.2753570571961,0.2078637648250667,0.4726381805370905
61,motion_0056.jpg,101.95755476559414,94.6494090480965,90.91932519065415,199.98838918551502,0.20172355479391563,0.47173645501719313
62,motion_0057.jpg,110.90226750768235,102.90948730389779,97.96366812227075,202.26315415499081,0.20179350796692697,0.4723194624678364
63,motion_0058.jpg,93.23632010943912,85.87734268125855,83.34349350205198,202.76875883359455,0.20206652328278563,0.4711594173743976
64,motion_0059.jpg,123.1593183044796,116.10007472910699,111.77250176443725,198.35801919861606,0.20093611177411327,0.47143421252649415
65,motion_0060.jpg,110.65568845423203,101.48505593470766,98.58547808344473,199.55270279277858,0.20228013367888079,0.47114300561989403
66,motion_0062.jpg,104.8760154679583,94.88838282758832,90.06734167458605,207.45217032895482,0.20310506056522024,0.47276605834808416
67,motion_0064.jpg,50.14880098380816,42.953679032588646,37.12550386008062,252.1113457283408,0.2065340325633446,0.47906380022843564
68,motion_0065.jpg,142.516588016588,131.98055198055198,129.4967538967539,203.81188490968373,0.20173173773099723,0.4703935766540452
69,motion_0069.jpg,203.5713966123362,204.9757430488974,211.0863534675615,212.4095988893892,0.19736922784757693,0.46629423969651834
70,motion_0070.jpg,244.29442777287437,244.55668137687556,242.85347455133862,242.41949311449602,0.19782152509080891,0.46878879174362575
71,motion_0071.jpg,246.78192893401015,246.1474111675127,242.60087019579404,246.50611531023205,0.19803357329542728,0.46932322005975274
72,motion_0072.jpg,216.51909722222223,210.07664609053498,208.02099408436214,233.1747141182636,0.19935819030120605,0.4693016860205119
73,motion_0073.jpg,124.73347356868484,124.19034205231388,139.8868300713371,204.995499920271,0.19745506657851683,0.4602085980920795
74,motion_0074.jpg,104.03059932915639,95.79789253844693,106.61499272197962,213.84943453253376,0.2012975047496076,0.4619825872418556
75,motion_0075.jpg,135.10800973828364,128.63916007303712,136.75390139987826,218.8458708088237,0.1999116295251036,0.46474929579639657
76,motion_0076.jpg,134.7489287401309,135.24273736419462,145.75092786287874,206.36265843713227,0.197299926719094,0.4632161624023629
77,motion_0077.jpg,174.03818987922335,177.2573612597462,190.0819446567803,248.04052868431276,0.19663260462847423,0.4633986495941593
78,motion_0078.jpg,175.28374233128835,180.1347196461692,191.92641603652447,244.24019115367804,0.1962429473505093,0.4637467911223888
79,motion_0079.jpg,139.92134831460675,142.14641447225716,159.28135438809596,208.76620213296758,0.19653747139583774,0.46034475123211155
80,motion_0080.jpg,128.25244089405308,127.19515048817881,143.77933107399338,205.80913784869497,0.1976213575214837,0.46000324749576044
81,motion_0081.jpg,127.46649077497631,125.64205421675554,142.04724921499044,205.00564514497157,0.19791088083284708,0.46006365751499567
82,motion_0082.jpg,171.39450395901258,171.32256895927134,176.3584847073436,248.19260654478055,0.19771983304228427,0.46639948672103315
83,motion_0083.jpg,120.28985010162602,114.03824949186992,121.05867632113821,211.65498797451156,0.20013098086170336,0.4648958499575808
84,motion_0084.jpg,139.02507702949129,141.83415707728102,156.2540401182167,203.13903047317024,0.19642376090967104,0.46149682290363125
85,motion_0085.jpg,167.51598712446352,171.71625536480687,183.23685622317598,199.3543640316785,0.1963542901478541,0.46366860708030067
86,motion_0086.jpg,196.3055986218777,203.83285960378984,220.26141257536605,213.42527015240137,0.1956964551437527,0.46265414472983374
87,motion_0087.jpg,190.65152718926555,206.02612994350284,223.26491878531073,211.81626192872795,0.1938588269272667,0.4620233703987629
88,motion_0088.jpg,164.73689185432303,167.83603002502085,183.84637197664722,243.78428731910853,0.19651531189718266,0.4619132645121798
89,motion_0089.jpg,165.00118984664198,153.3951612903226,144.05341089370702,203.57453361832572,0.20177081991512177,0.4731632577464719
90,motion_0090.jpg,160.18086720867208,165.74113821138212,181.70021680216803,210.546655669198,0.19579127446275832,0.4616830159262017
91,motion_0091.jpg,160.76551271420675,165.71330845771143,181.6892965726921,204.9333586781933,0.19596732071684078,0.46171783158967133
92,motion_0092.jpg,181.0470795157068,196.862320026178,214.76779286649216,217.8846609498666,0.19355192999057663,0.4614853085585851
93,motion_0093.jpg,170.19239183276616,184.75947982498784,207.30635229298332,220.34939264277813,0.1935050681552745,0.4595048338193823
94,motion_0094.jpg,152.18139147550912,165.70690438337496,187.12218941630707,216.19219218033624,0.19334299675684918,0.4590122018801848
95,motion_0095.jpg,179.01,167.469,158.27955555555556,209.04518094843883,0.2014174122931768,0.4726931978250115
96,motion_0096.jpg,177.12478293227488,165.31865542049118,154.4393450756636,216.0100849898944,0.20159703793040684,0.47345444605576087
97,motion_0097.jpg,181.15218579234974,179.80262295081968,193.39060109289616,249.25811105038372,0.19783894060045473,0.46347741426902217
98,motion_0098.jpg,178.3831338153372,176.63221524238475,190.35362095531588,245.7889000068267,0.1979428272926624,0.4633685146714861
99,motion_0099.jpg,195.2329460269865,204.4092016491754,217.07917916041978,210.48263105080332,0.19539181632870575,0.46377198934327085
100,motion_0100.jpg,179.93513482730145,175.43591787921068,184.22201657222587,241.60150641577772,0.19881963024755667,0.46532146549012554
101,motion_0101.jpg,166.5174825174825,159.7928623101037,151.66095972992525,202.09616033044065,0.200117445250213,0.4721667739580168
102,motion_0102.jpg,170.14883776091082,173.09979838709677,185.16384013282732,251.0505826980804,0.19669777288990625,0.4635828194445561
103,motion_0103.jpg,183.26513904338154,186.3565294771969,202.17090100111236,218.55675754513328,0.19665165497438458,0.46261006822037465
104,motion_0104.jpg,161.74801916344205,166.13621706283396,180.97899391929244,212.86167873416684,0.19616275195217392,0.46221063421332653
105,motion_0105.jpg,161.30554777248528,166.4530213878771,180.79093116652658,213.07588432974805,0.19596076453523012,0.462365230902815
106,motion_0106.jpg,167.07506835694755,172.19458944403016,186.84066616952524,213.77317111369015,0.19602265657068077,0.46244850331078907
107,motion_0107.jpg,169.87551965230537,173.31084656084656,186.96187641723355,219.38956235869784,0.196524531920459,0.4629658665186483
108,motion_0108.jpg,176.58661224489796,182.40457142857142,196.49632653061224,214.5919122584732,0.19595273412593855,0.4629271169421361
109,motion_0109.jpg,168.58820291327913,174.90802845528455,189.9350863821138,217.59687477598214,0.19571190446033188,0.4623202987022139
110,motion_0110.jpg,168.41757362355955,175.96038732394365,190.37640044814341,217.654225688395,0.1954049842973927,0.46250071642577495
111,motion_0111.jpg,154.8734056122449,159.87691326530611,175.10666454081633,211.78863694015854,0.19590348963741028,0.4617749264850687
112,motion_0112.jpg,137.02643171806167,140.1640444724145,146.50325152087265,211.84210614901954,0.19655166372973676,0.46511538979871614
113,motion_0113.jpg,170.61974651956922,166.38350407144733,171.70449172576832,249.15276894220418,0.1989004031822046,0.4664970025127326
114,motion_0114.jpg,91.98172588832487,91.62731887401938,104.8084910013844,206.1374153689407,0.19735162370033463,0.4591069264497779
115,motion_0115.jpg,173.03893321513002,170.47920360520095,175.8786569148936,243.8650297638991,0.19840568744530862,0.46640602700101824
116,motion_0116.jpg,171.73236349143085,170.51796864620698,176.6894513086223,242.75701688849256,0.19800774862466922,0.4660260137370221
117,motion_0117.jpg,114.15658069830809,116.12686141562638,136.35130853558076,203.24903211516596,0.19624179098208866,0.45697250993987903
118,motion_0118.jpg,103.79882831893556,101.7081388806143,117.80736768940523,203.19648692250496,0.19806240652908094,0.45840554772838166
119,motion_0119.jpg,103.6904650384744,99.0357756217241,111.27429463588714,205.3698818574739,0.19945387768735287,0.46087601197981504
120,motion_0120.jpg,169.9105632449058,167.56314878892732,172.93910995770858,244.01606437130184,0.19835580571182615,0.4663684207164893
121,motion_0121.jpg,118.52761242411741,117.26569222608593,132.50309424176342,203.54927919072833,0.1977380398688686,0.4600596524031395
122,motion_0122.jpg,122.23040380047506,125.41983372921615,144.61955661124307,199.10147452241083,0.19593401065695606,0.4581818076795517
123,motion_0123.jpg,127.55928903404094,133.17918603190554,150.43348825524433,201.49131963032312,0.19523721242509828,0.4594623309354115
124,motion_0124.jpg,116.72032374100719,117.22347122302158,133.58922861710633,203.33912960075384,0.19698829124405545,0.45927657204694966
125,motion_0125.jpg,127.46424065987385,130.27947598253274,148.28170790878215,203.42389375848964,0.1961785918807887,0.4591619244149417
126,motion_0126.jpg,122.20452941176471,126.49658823529411,143.21682352941176,197.88078957155608,0.1956200712287554,0.4593944071893426
127,motion_0127.jpg,94.08729209387104,91.46004215083163,104.1238038277512,205.63694721395441,0.19853500837847035,0.4597347175067072
128,motion_0128.jpg,110.06253616898148,113.21911168981481,130.55501302083334,198.38598220126013,0.19581813362075273,0.45815025477516513
129,motion_0129.jpg,112.31768573307035,105.63185404339251,119.85627876397108,206.79331407922075,0.20014830806138903,0.4603702447775531
130,motion_0130.jpg,112.74814364357957,108.69366918448343,123.99625528101396,204.47536323979193,0.1989210905691876,0.4596893937116531
131,motion_0131.jpg,123.30915512089106,130.09486552567236,149.20429231187177,202.11185467111324,0.194690745019541,0.4582491669154301
132,motion_0132.jpg,176.61497241922774,175.89950091935907,180.25006566850539,239.73713409305063,0.19791664999199776,0.4667444836481199
133,motion_0133.jpg,179.53304178814383,174.4045189504373,183.66545189504373,240.92105863974234,0.19898216683847803,0.46516664468852675
134,motion_0134.jpg,177.04383116883116,174.48647186147187,184.30772005772005,243.12705550698246,0.19826946001350504,0.4648003159147405
135,motion_0135.jpg,107.34223300970874,105.8541842549599,123.65694913465597,209.0925814576473,0.1977151950710791,0.4577159259236327
