file,class,score,frame,x,y,local_brightness,local_texture,z_local_brightness,z_local_texture
symbol_0060_341_188.jpg,star6,0.4924,60,341,188,21.175,0.38187500834465027,0.07233785076911195,0.08524888
symbol_0127_30_136.jpg,star6,0.487,127,30,136,111.443125,3.940624952316284,0.10129474100004474,0.72040695
