id,cx,cy,frames,detections,top_class,avg_score
3049,800.2,463.6,4,5,unknown,0.0
3050,805.0,215.0,2,2,unknown,0.0
3051,826.0,173.33333333333334,2,3,unknown,0.0
3052,910.0,159.5,2,2,unknown,0.0
3053,916.0,474.3333333333333,2,3,unknown,0.0
3054,925.6,642.0,5,5,unknown,0.0
3055,964.0,90.33333333333333,2,3,unknown,0.0
3056,975.25,468.25,6,8,unknown,0.0
3057,992.0,103.75,3,4,unknown,0.0
3058,1003.0,487.5,2,2,unknown,0.0
3059,1005.5,24.5,2,2,unknown,0.0
3060,1007.0,436.5,6,6,unknown,0.0
3061,1025.5,4.0,2,2,unknown,0.0
3062,1044.6666666666667,478.0,2,3,unknown,0.0
3063,1071.5,59.666666666666664,5,6,unknown,0.0
3064,1061.0,160.0,2,2,unknown,0.0
3065,1133.0,457.5,2,2,unknown,0.0
3066,1141.6666666666667,636.6666666666666,3,3,unknown,0.0
3067,1189.5,45.5,2,2,unknown,0.0
3068,1223.6666666666667,188.66666666666666,3,3,unknown,0.0
3069,1244.0,612.5,2,2,unknown,0.0
3070,2.0,30.0,2,2,unknown,0.0
3071,6.0,268.5,1,2,unknown,0.0
3072,4.25,436.5,3,4,unknown,0.0
3073,2.0,386.0,2,2,unknown,0.0
3074,44.75,417.5,2,4,unknown,0.0
3075,58.5,485.0,2,2,unknown,0.0
3076,102.5,198.0,1,2,unknown,0.0
3077,118.5,341.0,1,2,unknown,0.0
3078,119.0,486.0,2,2,unknown,0.0
3079,138.5,492.5,2,2,unknown,0.0
3080,150.5,555.0,2,2,unknown,0.0
3081,143.5,480.5,2,2,unknown,0.0
3082,170.0,164.0,2,2,unknown,0.0
3083,168.66666666666666,485.3333333333333,3,3,unknown,0.0
3084,180.0,580.0,3,4,unknown,0.0
3085,198.0,149.5,2,2,unknown,0.0
3086,208.0,584.5,2,2,unknown,0.0
3087,223.0,124.5,2,2,unknown,0.0
3088,240.0,576.0,2,3,unknown,0.0
3089,244.5,285.5,1,2,unknown,0.0
3090,273.0,270.6666666666667,1,3,unknown,0.0
3091,264.5,603.5,2,2,unknown,0.0
3092,265.0,124.5,2,2,unknown,0.0
3093,287.3333333333333,532.0,2,3,unknown,0.0
3094,311.5,141.5,1,2,unknown,0.0
3095,323.0,206.0,2,2,unknown,0.0
3096,336.3333333333333,593.3333333333334,3,3,unknown,0.0
3097,357.5,670.0,2,2,unknown,0.0
3098,447.0,547.5,1,2,unknown,0.0
3099,447.3333333333333,578.0,3,3,unknown,0.0
3100,470.0,6.5,1,2,unknown,0.0
3101,473.5,276.0,1,2,unknown,0.0
3102,473.6666666666667,584.0,3,3,unknown,0.0
3103,500.3333333333333,604.3333333333334,1,3,unknown,0.0
3104,505.5,286.5,2,2,unknown,0.0
3105,545.5,296.0,2,2,unknown,0.0
3106,674.5,220.5,1,2,unknown,0.0
3107,681.5,577.5,1,2,unknown,0.0
3108,719.0,643.6666666666666,3,3,unknown,0.0
3109,736.0,631.5,2,2,unknown,0.0
3110,732.3333333333334,678.3333333333334,3,3,unknown,0.0
3111,766.0,618.0,2,2,unknown,0.0
3112,760.8,553.0,4,5,unknown,0.0
3113,768.0,464.0,3,3,unknown,0.0
3114,782.0,647.0,2,2,unknown,0.0
3115,806.25,672.5,3,4,unknown,0.0
3116,856.3333333333334,79.66666666666667,1,3,unknown,0.0
3117,873.0,678.0,1,2,unknown,0.0
3118,913.0,453.3333333333333,4,6,unknown,0.0
3119,916.3333333333334,577.5555555555555,6,9,unknown,0.0
3120,930.6,678.6,4,5,unknown,0.0
3121,957.3333333333334,517.1666666666666,5,6,unknown,0.0
3122,956.5,687.0,2,2,unknown,0.0
3123,977.0,489.5,3,4,unknown,0.0
3124,991.0,82.5,2,2,unknown,0.0
3125,990.1666666666666,600.8333333333334,5,6,unknown,0.0
3126,1013.5,588.0,2,2,unknown,0.0
3127,1051.25,694.5,4,4,unknown,0.0
3128,1042.0,669.25,4,4,unknown,0.0
3129,1109.5,138.5,2,4,unknown,0.0
3130,1096.0,540.8,3,5,unknown,0.0
3131,1104.8333333333333,478.5,6,6,unknown,0.0
3132,1114.0,538.5,2,2,unknown,0.0
3133,1123.2,628.6,4,5,unknown,0.0
3134,1149.5,430.5,3,4,unknown,0.0
3135,1148.0,577.6666666666666,3,3,unknown,0.0
3136,1171.5,192.5,2,2,unknown,0.0
3137,1197.3333333333333,493.6666666666667,2,3,unknown,0.0
3138,1204.4,649.2,5,5,unknown,0.0
3139,1232.6666666666667,471.0,2,3,unknown,0.0
3140,1258.6666666666667,124.0,3,3,unknown,0.0
3141,65.0,146.0,1,2,unknown,0.0
3142,85.0,657.0,2,2,unknown,0.0
3143,104.33333333333333,618.6666666666666,2,3,unknown,0.0
3144,127.5,422.5,2,2,unknown,0.0
3145,171.5,186.0,1,2,unknown,0.0
3146,334.5,673.0,2,2,unknown,0.0
3147,365.5,682.5,2,2,unknown,0.0
3148,754.0,480.5,2,2,unknown,0.0
3149,799.0,500.0,2,2,unknown,0.0
3150,801.0,636.6666666666666,3,3,unknown,0.0
3151,815.3333333333334,534.6666666666666,3,3,unknown,0.0
3152,865.3333333333334,694.3333333333334,3,3,unknown,0.0
3153,905.0,483.3333333333333,3,3,unknown,0.0
3154,1014.25,516.5,4,4,unknown,0.0
3155,1030.0,462.5,2,2,unknown,0.0
3156,1043.4,549.8,4,5,unknown,0.0
3157,1076.5,119.5,2,2,unknown,0.0
3158,1102.3333333333333,650.6666666666666,2,3,unknown,0.0
3159,1089.0,425.5,2,2,unknown,0.0
3160,1093.0,70.0,2,2,unknown,0.0
3161,1101.0,571.75,4,4,unknown,0.0
3162,1119.5,678.0,2,2,unknown,0.0
3163,1150.75,681.75,3,4,unknown,0.0
3164,1156.5,538.0,2,2,unknown,0.0
3165,1164.6,468.4,5,5,unknown,0.0
3166,1193.2,438.6,4,5,unknown,0.0
3167,22.666666666666668,417.6666666666667,2,3,unknown,0.0
3168,139.0,608.0,2,2,unknown,0.0
3169,234.0,485.3333333333333,3,3,unknown,0.0
3170,287.0,451.0,2,2,unknown,0.0
3171,664.0,443.0,2,2,unknown,0.0
3172,824.0,447.0,2,2,unknown,0.0
3173,843.5,482.5,2,2,unknown,0.0
3174,847.6666666666666,667.3333333333334,3,3,unknown,0.0
3175,992.75,655.75,4,4,unknown,0.0
3176,1012.0,383.5,1,2,unknown,0.0
3177,1015.0,121.0,1,2,unknown,0.0
3178,1035.0,613.6666666666666,3,3,unknown,0.0
3179,1056.3333333333333,640.0,3,3,unknown,0.0
3180,1079.25,505.5,3,4,unknown,0.0
3181,1067.5,485.0,2,2,unknown,0.0
3182,1111.6666666666667,398.6666666666667,3,3,unknown,0.0
3183,1131.3333333333333,491.0,2,3,unknown,0.0
3184,1146.3333333333333,72.33333333333333,3,3,unknown,0.0
3185,1180.5,404.0,2,2,unknown,0.0
3186,1178.0,625.0,3,3,unknown,0.0
3187,1218.3333333333333,566.3333333333334,3,3,unknown,0.0
3188,1229.5,415.5,2,2,unknown,0.0
3189,1234.5,386.25,3,4,unknown,0.0
3190,1244.5,583.0,2,2,unknown,0.0
3191,1253.5,171.0,2,2,unknown,0.0
3192,82.5,490.0,2,2,unknown,0.0
3193,520.0,387.0,1,2,unknown,0.0
3194,630.5,434.0,2,2,unknown,0.0
3195,639.3333333333334,497.3333333333333,3,3,unknown,0.0
3196,649.0,99.75,3,4,unknown,0.0
3197,663.5,652.5,2,2,unknown,0.0
3198,714.0,26.666666666666668,3,3,unknown,0.0
3199,849.5,562.5,2,2,unknown,0.0
3200,877.3333333333334,572.0,2,3,unknown,0.0
3201,912.5,139.0,3,6,unknown,0.0
3202,915.0,512.0,1,2,unknown,0.0
3203,939.6666666666666,495.3333333333333,3,3,unknown,0.0
3204,947.0,86.5,1,2,unknown,0.0
3205,975.6666666666666,629.0,3,3,unknown,0.0
3206,966.6666666666666,644.3333333333334,3,3,unknown,0.0
3207,975.5,120.0,2,2,unknown,0.0
3208,986.5,27.0,1,2,unknown,0.0
3209,1008.5,570.0,3,4,unknown,0.0
3210,1010.0,685.6666666666666,3,3,unknown,0.0
3211,1042.0,25.5,2,2,unknown,0.0
3212,1069.5,670.5,2,2,unknown,0.0
3213,1076.0,321.6666666666667,3,3,unknown,0.0
3214,1076.0,384.0,2,2,unknown,0.0
3215,1106.3333333333333,157.33333333333334,2,3,unknown,0.0
3216,1114.0,43.5,2,2,unknown,0.0
3217,1148.6666666666667,154.0,2,3,unknown,0.0
3218,1145.5,95.5,2,2,unknown,0.0
3219,1159.3333333333333,173.0,3,3,unknown,0.0
3220,1165.5,677.0,2,2,unknown,0.0
3221,1189.5,109.5,1,2,unknown,0.0
3222,1197.3333333333333,690.6666666666666,2,3,unknown,0.0
3223,1223.5,129.25,2,4,unknown,0.0
3224,1261.6666666666667,542.0,3,3,unknown,0.0
3225,588.5,100.5,2,2,unknown,0.0
3226,771.5,662.5,2,2,unknown,0.0
3227,780.5,312.5,2,2,unknown,0.0
3228,841.0,47.666666666666664,2,3,unknown,0.0
3229,851.0,526.5,2,2,unknown,0.0
3230,861.5,80.0,1,2,unknown,0.0
3231,877.0,111.0,1,2,unknown,0.0
3232,893.5,637.5,2,2,unknown,0.0
3233,932.5,532.0,2,2,unknown,0.0
3234,986.5,2.5,2,2,unknown,0.0
3235,987.6666666666666,411.6666666666667,2,3,unknown,0.0
3236,986.5,576.5,2,2,unknown,0.0
3237,985.5,693.5,2,2,unknown,0.0
3238,1036.0,168.66666666666666,2,3,unknown,0.0
3239,1044.5,197.5,2,2,unknown,0.0
3240,1076.0,139.0,2,2,unknown,0.0
3241,1095.0,218.5,2,2,unknown,0.0
3242,1113.0,243.0,2,2,unknown,0.0
3243,1120.6666666666667,278.6666666666667,2,3,unknown,0.0
3244,1129.5,201.5,2,2,unknown,0.0
3245,1159.5,223.0,2,2,unknown,0.0
3246,1166.0,334.0,2,2,unknown,0.0
3247,1187.5,230.0,2,2,unknown,0.0
3248,1195.5,283.5,2,2,unknown,0.0
3249,1218.5,180.5,2,2,unknown,0.0
3250,1228.5,625.5,2,2,unknown,0.0
3251,1241.5,202.5,2,2,unknown,0.0
3252,1250.5,456.0,2,2,unknown,0.0
3253,1259.0,591.5,2,2,unknown,0.0
3254,1255.0,411.5,2,2,unknown,0.0
3255,358.5,56.0,1,2,unknown,0.0
3256,381.5,72.5,1,2,unknown,0.0
3257,724.5,98.5,1,2,unknown,0.0
3258,785.6666666666666,51.666666666666664,1,3,unknown,0.0
3259,789.5,223.5,1,2,unknown,0.0
3260,854.0,232.0,1,2,unknown,0.0
3261,1096.5,185.5,1,2,unknown,0.0
3262,1120.0,8.0,1,2,unknown,0.0
3263,1132.3333333333333,353.6666666666667,1,3,unknown,0.0
3264,1146.0,518.5,1,2,unknown,0.0
