id,cx,cy,frames,detections,top_class,avg_score
2495,766.0,647.6666666666666,3,3,unknown,0.0
2496,761.0,692.1428571428571,6,7,unknown,0.0
2497,769.5,341.0,1,2,unknown,0.0
2498,765.0,555.5,2,2,unknown,0.0
2499,784.6666666666666,105.33333333333333,3,3,unknown,0.0
2500,812.5,491.0,1,2,unknown,0.0
2501,814.5,594.0,2,2,unknown,0.0
2502,838.75,559.5,2,4,unknown,0.0
2503,825.0,502.9166666666667,11,12,unknown,0.0
2504,842.0,620.4285714285714,7,7,unknown,0.0
2505,857.6,672.4,5,5,unknown,0.0
2506,869.75,627.5,3,4,unknown,0.0
2507,869.5,696.5,2,2,unknown,0.0
2508,857.0,96.0,5,5,unknown,0.0
2509,880.0,50.333333333333336,3,3,unknown,0.0
2510,897.5,687.5,2,2,unknown,0.0
2511,926.4285714285714,640.5714285714286,5,7,unknown,0.0
2512,937.2,530.0,5,5,unknown,0.0
2513,954.5,422.0,2,2,unknown,0.0
2514,960.5,5.5,2,2,unknown,0.0
2515,960.5,557.0,1,2,unknown,0.0
2516,966.6,612.8,4,5,unknown,0.0
2517,972.7142857142857,514.8571428571429,4,7,unknown,0.0
2518,1000.0,462.3333333333333,3,3,unknown,0.0
2519,1022.2857142857143,43.857142857142854,6,7,unknown,0.0
2520,1037.0,474.5,3,4,unknown,0.0
2521,1043.3333333333333,578.3333333333334,2,3,unknown,0.0
2522,1073.0,532.5,2,2,unknown,0.0
2523,1074.5,403.5,2,2,unknown,0.0
2524,1086.5,59.5,2,2,unknown,0.0
2525,1088.0,570.5,2,2,unknown,0.0
2526,1135.3333333333333,635.0,2,3,unknown,0.0
2527,1137.5,80.75,4,4,unknown,0.0
2528,1143.5,549.75,4,4,unknown,0.0
2529,1153.5,471.0,2,2,unknown,0.0
2530,1195.5,561.5,2,2,unknown,0.0
2531,1201.25,608.25,4,4,unknown,0.0
2532,1241.5,631.1666666666666,6,6,unknown,0.0
2533,1253.3333333333333,585.8333333333334,6,6,unknown,0.0
2534,0.0,365.5,2,2,unknown,0.0
2535,13.2,443.8,3,5,unknown,0.0
2536,18.333333333333332,605.6666666666666,3,3,unknown,0.0
2537,23.875,526.5,8,8,unknown,0.0
2538,61.0,50.5,2,2,unknown,0.0
2539,65.0,381.5,2,2,unknown,0.0
2540,95.2,149.2,4,5,unknown,0.0
2541,100.0,350.0,3,3,unknown,0.0
2542,122.66666666666667,510.0,5,6,unknown,0.0
2543,149.0,581.0,3,3,unknown,0.0
2544,149.2,495.0,4,5,unknown,0.0
2545,222.0,427.0,1,2,unknown,0.0
2546,212.0,622.5,2,2,unknown,0.0
2547,253.0,101.0,1,2,unknown,0.0
2548,276.0,635.6666666666666,3,3,unknown,0.0
2549,299.3333333333333,158.33333333333334,2,3,unknown,0.0
2550,293.0,590.5,4,4,unknown,0.0
2551,303.0,104.33333333333333,7,9,unknown,0.0
2552,306.0,531.5,2,2,unknown,0.0
2553,307.5,409.5,2,2,unknown,0.0
2554,313.5,608.5,2,2,unknown,0.0
2555,332.0,157.8,5,5,unknown,0.0
2556,328.0,559.75,4,4,unknown,0.0
2557,342.3333333333333,595.3333333333334,3,3,unknown,0.0
2558,346.3333333333333,661.6666666666666,3,3,unknown,0.0
2559,348.6666666666667,141.55555555555554,7,9,unknown,0.0
2560,401.5,588.5,2,2,unknown,0.0
2561,437.875,150.625,4,8,unknown,0.0
2562,406.75,654.75,4,4,unknown,0.0
2563,451.3333333333333,695.6666666666666,2,3,unknown,0.0
2564,447.2,672.4,4,5,unknown,0.0
2565,506.0,430.0,1,2,unknown,0.0
2566,514.3333333333334,8.333333333333334,3,3,unknown,0.0
2567,522.0,693.0,2,2,unknown,0.0
2568,531.3333333333334,517.3333333333334,3,3,unknown,0.0
2569,542.3333333333334,7.666666666666667,3,3,unknown,0.0
2570,552.5,460.0,2,2,unknown,0.0
2571,547.4,538.7,8,10,unknown,0.0
2572,581.4,587.1,6,10,unknown,0.0
2573,586.0,332.0,1,2,unknown,0.0
2574,594.3333333333334,698.0,3,3,unknown,0.0
2575,620.5,157.0,2,2,unknown,0.0
2576,680.25,477.1666666666667,8,12,unknown,0.0
2577,673.4285714285714,95.57142857142857,6,7,unknown,0.0
2578,682.6666666666666,9.333333333333334,3,3,unknown,0.0
2579,757.6666666666666,136.33333333333334,2,3,unknown,0.0
2580,751.0,101.0,2,2,unknown,0.0
2581,761.5,530.0,2,2,unknown,0.0
2582,767.5,621.0,2,2,unknown,0.0
2583,790.0,122.4,3,5,unknown,0.0
2584,780.5,593.0,2,2,unknown,0.0
2585,791.5,668.0,2,2,unknown,0.0
2586,808.0,94.66666666666667,3,3,unknown,0.0
2587,839.0,557.75,4,4,unknown,0.0
2588,826.25,148.5,4,4,unknown,0.0
2589,874.7777777777778,504.44444444444446,8,9,unknown,0.0
2590,898.0,10.75,7,8,unknown,0.0
2591,913.0,519.5,2,2,unknown,0.0
2592,910.5,565.5,2,2,unknown,0.0
2593,940.5,516.0,2,2,unknown,0.0
2594,939.2857142857143,42.285714285714285,7,7,unknown,0.0
2595,967.0,657.5,4,4,unknown,0.0
2596,978.0,593.5,2,2,unknown,0.0
2597,996.0,2.6666666666666665,2,3,unknown,0.0
2598,990.5,83.5,2,2,unknown,0.0
2599,1003.3333333333334,696.6666666666666,3,3,unknown,0.0
2600,1019.0,105.0,2,2,unknown,0.0
2601,1012.25,577.75,4,4,unknown,0.0
2602,1069.5,103.0,2,2,unknown,0.0
2603,1094.0,133.14285714285714,5,7,unknown,0.0
2604,1127.5,126.0,2,2,unknown,0.0
2605,1143.0,46.5,2,2,unknown,0.0
2606,1165.0,376.0,1,2,unknown,0.0
2607,1165.0,567.5,1,2,unknown,0.0
2608,1238.5,492.0,2,2,unknown,0.0
2609,1243.3333333333333,434.0,2,3,unknown,0.0
2610,1252.0,648.0,2,2,unknown,0.0
2611,49.90909090909091,564.0909090909091,9,11,unknown,0.0
2612,81.5,63.5,2,2,unknown,0.0
2613,86.0,665.5,2,2,unknown,0.0
2614,96.33333333333333,471.3333333333333,3,3,unknown,0.0
2615,103.5,139.0,2,2,unknown,0.0
2616,155.33333333333334,148.0,2,3,unknown,0.0
2617,182.75,522.25,7,8,unknown,0.0
2618,197.83333333333334,177.5,5,6,unknown,0.0
2619,192.9090909090909,653.0,8,11,unknown,0.0
2620,215.57142857142858,551.4285714285714,5,7,unknown,0.0
2621,198.0,507.5,4,4,unknown,0.0
2622,231.5,77.5,2,2,unknown,0.0
2623,243.5,657.0,1,2,unknown,0.0
2624,247.85714285714286,616.1428571428571,7,7,unknown,0.0
2625,298.0,672.25,4,4,unknown,0.0
2626,348.14285714285717,500.14285714285717,6,7,unknown,0.0
2627,331.5,112.16666666666667,6,6,unknown,0.0
2628,367.5,533.0,2,2,unknown,0.0
2629,377.3333333333333,193.33333333333334,3,3,unknown,0.0
2630,371.0,593.0,3,3,unknown,0.0
2631,400.0,182.25,4,4,unknown,0.0
2632,418.0,512.0,2,2,unknown,0.0
2633,418.0,641.4,5,5,unknown,0.0
2634,432.0,680.2,3,5,unknown,0.0
2635,485.0,541.5,2,2,unknown,0.0
2636,493.0,696.5,2,2,unknown,0.0
2637,553.0,85.5,1,2,unknown,0.0
2638,560.5,127.25,2,4,unknown,0.0
2639,592.3333333333334,135.33333333333334,3,3,unknown,0.0
2640,582.1428571428571,534.2857142857143,5,7,unknown,0.0
2641,616.25,53.5,4,4,unknown,0.0
2642,636.8,111.2,4,5,unknown,0.0
2643,660.6666666666666,518.1666666666666,4,6,unknown,0.0
2644,674.0,696.0,1,2,unknown,0.0
2645,788.2857142857143,142.57142857142858,7,7,unknown,0.0
2646,810.4,547.4,4,5,unknown,0.0
2647,816.5,107.5,2,2,unknown,0.0
2648,823.6666666666666,652.3333333333334,2,3,unknown,0.0
2649,846.0,480.6666666666667,3,3,unknown,0.0
2650,858.0,172.5,1,2,unknown,0.0
2651,854.0,514.75,4,4,unknown,0.0
2652,869.5,108.5,4,4,unknown,0.0
2653,891.25,466.75,3,4,unknown,0.0
2654,895.5,91.5,2,2,unknown,0.0
2655,888.3333333333334,662.6666666666666,3,3,unknown,0.0
2656,913.0,602.6666666666666,3,3,unknown,0.0
2657,960.25,488.25,3,4,unknown,0.0
2658,974.75,686.5,4,4,unknown,0.0
2659,994.3333333333334,643.0,3,3,unknown,0.0
2660,998.3333333333334,121.33333333333333,3,3,unknown,0.0
2661,1024.5,635.5,2,2,unknown,0.0
2662,1032.142857142857,178.14285714285714,6,7,unknown,0.0
2663,1037.25,517.5,4,4,unknown,0.0
2664,1059.2857142857142,76.14285714285714,6,7,unknown,0.0
2665,1068.5,130.5,2,2,unknown,0.0
2666,1082.0,41.0,2,2,unknown,0.0
2667,1086.25,702.5,4,4,unknown,0.0
2668,1107.0,570.5,1,2,unknown,0.0
2669,1119.5,685.5,2,2,unknown,0.0
2670,1166.5,701.0,4,4,unknown,0.0
2671,1169.25,131.75,4,4,unknown,0.0
2672,1167.5,506.0,2,2,unknown,0.0
2673,1187.5,3.0,2,2,unknown,0.0
2674,1216.5,678.5,2,2,unknown,0.0
2675,1209.5,225.5,2,2,unknown,0.0
2676,1212.6666666666667,142.0,3,3,unknown,0.0
2677,1215.0,576.0,5,5,unknown,0.0
2678,1217.8333333333333,606.0,5,6,unknown,0.0
2679,1220.6666666666667,650.3333333333334,3,3,unknown,0.0
2680,1249.4,116.4,4,5,unknown,0.0
2681,3.3333333333333335,675.6666666666666,2,3,unknown,0.0
2682,45.333333333333336,450.0,2,3,unknown,0.0
2683,43.833333333333336,648.5,6,6,unknown,0.0
2684,68.66666666666667,278.3333333333333,1,3,unknown,0.0
2685,50.0,701.0,2,2,unknown,0.0
2686,78.5,255.5,2,2,unknown,0.0
2687,76.5,187.5,2,2,unknown,0.0
2688,78.5,92.5,2,2,unknown,0.0
2689,89.5,699.5,2,2,unknown,0.0
2690,102.33333333333333,250.66666666666666,2,3,unknown,0.0
2691,107.5,7.0,2,2,unknown,0.0
2692,121.0,215.4,4,5,unknown,0.0
2693,116.0,695.0,2,2,unknown,0.0
2694,118.25,179.625,6,8,unknown,0.0
2695,134.25,670.0,4,4,unknown,0.0
2696,149.4,217.4,4,5,unknown,0.0
2697,123.28571428571429,629.1428571428571,6,7,unknown,0.0
2698,151.0,265.5,2,2,unknown,0.0
2699,191.42857142857142,202.28571428571428,5,7,unknown,0.0
2700,174.0909090909091,674.2727272727273,8,11,unknown,0.0
2701,193.5,77.0,2,2,unknown,0.0
2702,191.66666666666666,242.0,3,3,unknown,0.0
2703,210.5,217.83333333333334,4,6,unknown,0.0
2704,210.0,675.5,2,2,unknown,0.0
2705,206.33333333333334,202.66666666666666,3,3,unknown,0.0
2706,226.0,244.25,3,4,unknown,0.0
2707,223.33333333333334,122.0,3,3,unknown,0.0
2708,244.0,261.5,2,2,unknown,0.0
2709,243.5,280.0,2,2,unknown,0.0
2710,231.16666666666666,643.0,5,6,unknown,0.0
2711,244.0,506.75,4,4,unknown,0.0
2712,256.4,222.4,4,5,unknown,0.0
2713,249.6,555.6,4,5,unknown,0.0
2714,286.5,266.5,1,2,unknown,0.0
2715,284.0,127.0,2,2,unknown,0.0
2716,277.5,283.0,2,2,unknown,0.0
2717,331.0,221.66666666666666,3,3,unknown,0.0
2718,330.0,247.5,2,2,unknown,0.0
2719,354.0,624.5,2,2,unknown,0.0
2720,369.6,228.8,5,5,unknown,0.0
2721,369.0,138.25,3,4,unknown,0.0
2722,365.25,161.25,4,4,unknown,0.0
2723,381.0,235.0,2,2,unknown,0.0
2724,375.6666666666667,252.66666666666666,5,6,unknown,0.0
2725,424.5,559.25,3,4,unknown,0.0
2726,423.0,88.5,4,4,unknown,0.0
2727,443.55555555555554,35.111111111111114,6,9,unknown,0.0
2728,439.0,488.75,4,4,unknown,0.0
2729,456.6666666666667,264.6666666666667,2,3,unknown,0.0
2730,457.0,284.5,2,2,unknown,0.0
2731,462.5,200.0,2,2,unknown,0.0
2732,488.0,163.75,2,4,unknown,0.0
2733,467.5,85.25,4,4,unknown,0.0
2734,512.2857142857143,204.0,5,7,unknown,0.0
2735,512.3333333333334,170.0,3,3,unknown,0.0
2736,537.0,562.0,3,3,unknown,0.0
2737,553.0,50.0,2,2,unknown,0.0
2738,548.5,656.25,4,4,unknown,0.0
2739,564.6666666666666,10.666666666666666,2,3,unknown,0.0
2740,565.6666666666666,252.66666666666666,2,3,unknown,0.0
2741,575.0,190.0,4,4,unknown,0.0
2742,609.1666666666666,622.5,6,6,unknown,0.0
2743,590.3333333333334,220.33333333333334,5,6,unknown,0.0
2744,608.3333333333334,256.5,5,6,unknown,0.0
2745,627.5,179.16666666666666,6,6,unknown,0.0
2746,658.6,114.0,4,5,unknown,0.0
2747,659.0,184.0,2,2,unknown,0.0
2748,673.8333333333334,162.66666666666666,4,6,unknown,0.0
2749,700.0,245.55555555555554,6,9,unknown,0.0
2750,668.0,672.0,3,3,unknown,0.0
2751,683.5,634.5,2,2,unknown,0.0
2752,684.0,580.0,3,3,unknown,0.0
2753,682.5,217.5,2,2,unknown,0.0
2754,711.2,34.6,5,5,unknown,0.0
2755,707.0,4.0,5,5,unknown,0.0
2756,729.5,502.5,1,2,unknown,0.0
2757,742.5,165.0,2,2,unknown,0.0
2758,759.0,10.5,4,4,unknown,0.0
2759,749.0,676.5,2,2,unknown,0.0
2760,756.3333333333334,513.0,3,3,unknown,0.0
2761,772.3333333333334,221.66666666666666,2,3,unknown,0.0
2762,776.7777777777778,692.5555555555555,7,9,unknown,0.0
2763,773.75,238.25,4,4,unknown,0.0
2764,789.0,269.5,2,2,unknown,0.0
2765,793.7142857142857,197.71428571428572,5,7,unknown,0.0
2766,800.2,492.8,3,5,unknown,0.0
2767,793.6666666666666,532.0,3,3,unknown,0.0
2768,795.2,170.6,5,5,unknown,0.0
2769,811.25,220.75,2,4,unknown,0.0
2770,828.0,33.0,2,2,unknown,0.0
2771,835.0,181.5,2,2,unknown,0.0
2772,839.5,78.0,2,2,unknown,0.0
2773,839.0,268.6666666666667,2,3,unknown,0.0
2774,874.3333333333334,214.66666666666666,3,3,unknown,0.0
2775,876.5,195.25,3,4,unknown,0.0
2776,918.3333333333334,190.83333333333334,5,6,unknown,0.0
2777,907.0,132.0,5,5,unknown,0.0
2778,966.7142857142857,223.0,5,7,unknown,0.0
2779,947.3333333333334,258.6666666666667,3,3,unknown,0.0
2780,989.625,190.375,5,8,unknown,0.0
2781,1012.3333333333334,232.0,2,3,unknown,0.0
2782,1011.6,615.4,4,5,unknown,0.0
2783,1035.5,511.0,1,2,unknown,0.0
2784,1034.3333333333333,118.66666666666667,3,3,unknown,0.0
2785,1045.2,88.0,5,5,unknown,0.0
2786,1049.0,630.5,2,2,unknown,0.0
2787,1100.0,148.0,2,2,unknown,0.0
2788,1086.3333333333333,191.83333333333334,6,6,unknown,0.0
2789,1115.0,507.8333333333333,5,6,unknown,0.0
2790,1102.3333333333333,122.33333333333333,3,3,unknown,0.0
2791,1113.0,647.0,2,2,unknown,0.0
2792,1137.25,207.5,3,4,unknown,0.0
2793,1149.0,201.0,2,2,unknown,0.0
2794,1163.5,644.25,8,8,unknown,0.0
2795,1178.0,640.5,2,2,unknown,0.0
2796,1179.6666666666667,585.6666666666666,2,3,unknown,0.0
2797,1241.0,206.0,2,2,unknown,0.0
2798,8.0,111.33333333333333,2,3,unknown,0.0
2799,7.333333333333333,146.5,5,6,unknown,0.0
2800,6.5,49.5,2,2,unknown,0.0
2801,29.333333333333332,136.33333333333334,2,3,star6,0.487
2802,31.333333333333332,460.6666666666667,3,3,unknown,0.0
2803,40.0,588.0,2,2,unknown,0.0
2804,42.0,60.6,3,5,unknown,0.0
2805,81.5,492.5,2,2,unknown,0.0
2806,93.83333333333333,517.6666666666666,4,6,unknown,0.0
2807,107.0,51.0,2,2,unknown,0.0
2808,104.33333333333333,76.0,3,3,unknown,0.0
2809,105.5,619.0,2,2,unknown,0.0
2810,138.5,235.5,1,2,unknown,0.0
2811,154.5,195.0,2,2,unknown,0.0
2812,159.5,27.0,2,2,unknown,0.0
2813,174.0,57.0,3,5,unknown,0.0
2814,217.66666666666666,612.6666666666666,3,3,unknown,0.0
2815,234.0,685.3333333333334,2,3,unknown,0.0
2816,266.0,532.625,6,8,unknown,0.0
2817,270.75,90.5,4,4,unknown,0.0
2818,282.0,43.0,1,2,unknown,0.0
2819,280.5,242.5,2,2,unknown,0.0
2820,285.2,191.0,4,5,unknown,0.0
2821,309.5,90.75,3,4,unknown,0.0
2822,350.5,185.75,2,4,unknown,0.0
2823,366.5,562.5,2,2,unknown,0.0
2824,405.0,32.5,2,2,unknown,0.0
2825,449.75,618.25,3,4,unknown,0.0
2826,482.0,43.333333333333336,3,3,unknown,0.0
2827,491.0,138.0,2,2,unknown,0.0
2828,512.5,256.5,2,2,unknown,0.0
2829,508.5,74.5,4,4,unknown,0.0
2830,517.0,541.8571428571429,5,7,unknown,0.0
2831,527.6666666666666,268.6666666666667,2,3,unknown,0.0
2832,524.5,202.5,2,2,unknown,0.0
2833,530.5,238.5,2,2,unknown,0.0
2834,553.75,124.0,4,4,unknown,0.0
2835,592.25,687.75,4,4,unknown,0.0
2836,596.5,541.0,2,2,unknown,0.0
2837,623.3333333333334,215.66666666666666,3,3,unknown,0.0
2838,635.0,6.5,2,2,unknown,0.0
2839,624.6666666666666,639.6666666666666,3,3,unknown,0.0
2840,641.7142857142857,683.7142857142857,7,7,unknown,0.0
2841,640.5,488.5,2,2,unknown,0.0
2842,688.0,78.0,2,2,unknown,0.0
2843,683.5,292.0,2,2,unknown,0.0
2844,699.25,120.5,4,4,unknown,0.0
2845,704.1666666666666,211.0,4,6,unknown,0.0
2846,742.6,116.8,4,5,unknown,0.0
2847,726.5,590.5,2,2,unknown,0.0
2848,746.8333333333334,237.33333333333334,4,6,unknown,0.0
2849,749.5,624.0,2,2,unknown,0.0
2850,774.25,565.75,2,4,unknown,0.0
2851,776.0,79.0,3,4,unknown,0.0
2852,785.0,12.333333333333334,2,3,unknown,0.0
2853,819.5,4.5,2,2,unknown,0.0
2854,843.5,3.5,2,2,unknown,0.0
2855,868.5,64.0,2,2,unknown,0.0
2856,881.3333333333334,246.0,3,3,unknown,0.0
2857,918.0,261.0,2,2,unknown,0.0
2858,941.0,103.5,2,2,unknown,0.0
2859,999.5,304.5,1,2,unknown,0.0
2860,1020.0,74.0,3,4,unknown,0.0
2861,1026.0,560.75,3,4,unknown,0.0
2862,1038.0,249.2,5,5,unknown,0.0
2863,1062.0,638.5,2,2,unknown,0.0
2864,1090.7692307692307,520.9230769230769,8,13,unknown,0.0
2865,1151.2,249.0,4,5,unknown,0.0
2866,1176.0,612.0,5,7,unknown,0.0
2867,1196.0,217.0,3,3,unknown,0.0
2868,1239.3333333333333,549.3333333333334,3,3,unknown,0.0
2869,1243.5,261.5,2,2,unknown,0.0
2870,1254.0,150.0,2,2,unknown,0.0
2871,6.0,474.3333333333333,3,3,unknown,0.0
2872,3.5,504.75,4,4,unknown,0.0
2873,19.2,193.0,4,5,unknown,0.0
2874,37.6,500.8,5,5,unknown,0.0
2875,39.0,202.5,2,2,unknown,0.0
2876,46.5,685.5,2,2,unknown,0.0
2877,44.5,6.5,2,2,unknown,0.0
2878,47.0,40.5,2,2,unknown,0.0
2879,74.8,555.8,5,5,unknown,0.0
2880,79.5,167.0,1,2,unknown,0.0
2881,70.28571428571429,654.8571428571429,7,7,unknown,0.0
2882,83.2,597.2,5,5,unknown,0.0
2883,104.0,670.0,2,2,unknown,0.0
2884,112.14285714285714,456.14285714285717,6,7,unknown,0.0
2885,132.6,146.0,4,5,unknown,0.0
2886,138.66666666666666,40.333333333333336,3,3,unknown,0.0
2887,194.0,109.0,2,2,unknown,0.0
2888,198.5,44.5,1,2,unknown,0.0
2889,214.66666666666666,568.3333333333334,1,3,unknown,0.0
2890,224.33333333333334,475.6666666666667,3,3,unknown,0.0
2891,231.0,455.0,2,2,unknown,0.0
2892,228.5,39.5,2,2,unknown,0.0
2893,223.5,522.25,4,4,unknown,0.0
2894,275.25,45.0,3,4,unknown,0.0
2895,294.6666666666667,470.3333333333333,2,3,unknown,0.0
2896,307.0,447.5,1,2,unknown,0.0
2897,329.0,494.0,2,2,unknown,0.0
2898,326.5,54.0,2,2,unknown,0.0
2899,332.5,526.5,2,2,unknown,0.0
2900,364.6666666666667,13.666666666666666,2,3,unknown,0.0
2901,381.375,645.625,6,8,unknown,0.0
2902,383.5,136.0,2,2,unknown,0.0
2903,408.75,129.25,3,4,unknown,0.0
2904,411.6666666666667,241.33333333333334,1,3,unknown,0.0
2905,394.25,161.5,4,4,unknown,0.0
2906,417.5,537.0,2,2,unknown,0.0
2907,421.0,148.5,3,4,unknown,0.0
2908,420.0,115.66666666666667,2,3,unknown,0.0
2909,445.0,235.0,3,3,unknown,0.0
2910,453.0,22.666666666666668,3,3,unknown,0.0
2911,477.25,625.5,4,4,unknown,0.0
2912,498.5,89.0,1,2,unknown,0.0
2913,530.75,111.0,3,4,unknown,0.0
2914,547.5,690.5,2,2,unknown,0.0
2915,559.5,229.0,2,2,unknown,0.0
2916,574.5,5.0,2,2,unknown,0.0
2917,625.0,155.5,2,2,unknown,0.0
2918,625.0,544.0,1,2,unknown,0.0
2919,646.3333333333334,250.0,1,3,unknown,0.0
2920,643.0,608.75,4,4,unknown,0.0
2921,665.5,593.0,4,4,unknown,0.0
2922,675.5,146.5,2,2,unknown,0.0
2923,704.5,234.0,3,4,unknown,0.0
2924,684.8,44.8,4,5,unknown,0.0
2925,697.6666666666666,524.1666666666666,6,6,unknown,0.0
2926,743.0,563.5,1,2,unknown,0.0
2927,755.3333333333334,37.666666666666664,2,3,unknown,0.0
2928,760.0,578.0,2,2,unknown,0.0
2929,761.0,669.8333333333334,6,6,unknown,0.0
2930,801.5,279.0,2,2,unknown,0.0
2931,818.8571428571429,689.8571428571429,6,7,unknown,0.0
2932,829.6666666666666,267.0,3,3,unknown,0.0
2933,823.0,602.0,2,2,unknown,0.0
2934,838.8333333333334,118.66666666666667,6,6,unknown,0.0
2935,845.0,668.5,2,2,unknown,0.0
2936,860.0,172.25,4,4,unknown,0.0
2937,880.1666666666666,636.0,5,6,unknown,0.0
2938,875.5,285.0,2,2,unknown,0.0
2939,886.25,149.25,3,4,unknown,0.0
2940,907.25,95.25,4,4,unknown,0.0
2941,938.8,140.4,3,5,unknown,0.0
2942,943.75,604.5,4,4,unknown,0.0
2943,959.5,554.5,2,2,unknown,0.0
2944,958.25,263.0,4,4,unknown,0.0
2945,984.5,670.0,2,2,unknown,0.0
2946,996.0,221.16666666666666,4,6,unknown,0.0
2947,1057.0,297.0,1,2,unknown,0.0
2948,1058.5,524.5,2,2,unknown,0.0
2949,1081.25,627.5,4,4,unknown,0.0
2950,1085.3333333333333,269.6666666666667,3,3,unknown,0.0
2951,1086.111111111111,90.66666666666667,7,9,unknown,0.0
2952,1101.5,183.0,4,4,unknown,0.0
2953,1127.5,129.0,2,2,unknown,0.0
2954,1152.5,573.5,2,2,unknown,0.0
2955,1204.3333333333333,661.3333333333334,5,6,unknown,0.0
2956,1198.6666666666667,597.3333333333334,2,3,unknown,0.0
2957,1190.75,159.5,4,4,unknown,0.0
2958,1194.5,691.0,1,2,unknown,0.0
2959,1215.5,529.0,4,4,unknown,0.0
2960,1225.5,691.6666666666666,5,6,unknown,0.0
2961,6.0,560.5,2,2,unknown,0.0
2962,26.0,590.5,4,4,unknown,0.0
2963,53.8,529.4,5,5,unknown,0.0
2964,51.333333333333336,181.0,3,3,unknown,0.0
2965,54.75,624.75,4,4,unknown,0.0
2966,68.5,429.5,2,2,unknown,0.0
2967,102.33333333333333,414.3333333333333,3,3,unknown,0.0
2968,131.5,12.0,1,2,unknown,0.0
2969,148.33333333333334,88.0,3,3,unknown,0.0
2970,234.66666666666666,143.66666666666666,3,3,unknown,0.0
2971,246.0,166.5,2,2,unknown,0.0
2972,240.0,243.0,2,2,unknown,0.0
2973,286.3333333333333,8.0,3,3,unknown,0.0
2974,286.75,630.75,3,4,unknown,0.0
2975,299.5,677.5,4,4,unknown,0.0
2976,336.0,14.333333333333334,2,3,unknown,0.0
2977,348.25,44.5,3,4,unknown,0.0
2978,367.5,524.0,2,2,unknown,0.0
2979,384.0,593.0,2,2,unknown,0.0
2980,431.0,185.0,2,2,unknown,0.0
2981,499.5,699.0,2,2,unknown,0.0
2982,529.0,674.0,2,2,unknown,0.0
2983,544.6666666666666,512.6666666666666,2,3,unknown,0.0
2984,564.6666666666666,104.66666666666667,2,3,unknown,0.0
2985,575.6666666666666,55.333333333333336,3,3,unknown,0.0
2986,574.5,165.5,2,2,unknown,0.0
2987,598.0,94.66666666666667,3,3,unknown,0.0
2988,618.6666666666666,517.6666666666666,3,3,unknown,0.0
2989,628.5,471.5,2,2,unknown,0.0
2990,642.0,236.5,2,2,unknown,0.0
2991,738.0,6.333333333333333,3,3,unknown,0.0
2992,735.5,146.5,2,2,unknown,0.0
2993,809.0,67.0,2,2,unknown,0.0
2994,818.0,512.3333333333334,3,3,unknown,0.0
2995,822.0,83.5,2,2,unknown,0.0
2996,922.5,17.0,2,2,unknown,0.0
2997,938.3333333333334,243.33333333333334,3,3,unknown,0.0
2998,958.0,170.33333333333334,3,3,unknown,0.0
2999,986.3333333333334,565.3333333333334,2,3,unknown,0.0
3000,1024.5,275.5,2,2,unknown,0.0
3001,1047.0,589.3333333333334,3,3,unknown,0.0
3002,1054.6666666666667,194.33333333333334,3,3,unknown,0.0
3003,1163.0,136.0,2,2,unknown,0.0
3004,1173.0,220.0,3,4,unknown,0.0
3005,1243.0,679.5,2,2,unknown,0.0
3006,1255.0,88.33333333333333,3,3,unknown,0.0
3007,1250.0,514.0,6,6,unknown,0.0
3008,4.714285714285714,624.4285714285714,5,7,unknown,0.0
3009,78.5,111.5,2,2,unknown,0.0
3010,123.5,103.5,2,2,unknown,0.0
3011,127.0,534.3333333333334,3,3,unknown,0.0
3012,132.5,581.0,2,2,unknown,0.0
3013,139.0,165.5,2,2,unknown,0.0
3014,189.0,228.5,2,2,unknown,0.0
3015,232.0,193.66666666666666,3,3,unknown,0.0
3016,262.5,693.5,2,2,unknown,0.0
3017,308.75,639.25,3,4,unknown,0.0
3018,315.5,249.0,2,2,unknown,0.0
3019,322.3333333333333,297.6666666666667,2,3,unknown,0.0
3020,353.25,615.25,3,4,unknown,0.0
3021,348.3333333333333,560.3333333333334,2,3,unknown,0.0
3022,354.0,101.0,2,3,unknown,0.0
3023,370.5,581.5,2,2,unknown,0.0
3024,376.6666666666667,62.666666666666664,1,3,unknown,0.0
3025,390.5,267.5,2,2,unknown,0.0
3026,400.0,688.0,2,2,unknown,0.0
3027,444.0,642.0,1,2,unknown,0.0
3028,475.5,113.0,2,2,unknown,0.0
3029,484.5,75.0,2,2,unknown,0.0
3030,512.0,150.0,2,2,unknown,0.0
3031,507.0,107.0,2,2,unknown,0.0
3032,529.0,146.5,1,2,unknown,0.0
3033,578.5,26.5,2,2,unknown,0.0
3034,594.0,71.0,2,2,unknown,0.0
3035,597.3333333333334,604.0,2,3,unknown,0.0
3036,610.0,87.0,2,2,unknown,0.0
3037,632.0,140.5,2,2,unknown,0.0
3038,661.5,56.5,2,2,unknown,0.0
3039,691.5,66.0,2,2,unknown,0.0
3040,705.0,164.0,2,2,unknown,0.0
3041,693.8,550.0,5,5,unknown,0.0
3042,730.0,470.5,2,2,unknown,0.0
3043,736.0,501.6666666666667,2,3,unknown,0.0
3044,742.0,178.0,2,3,unknown,0.0
3045,767.0,208.66666666666666,2,3,unknown,0.0
3046,778.0,505.5,2,2,unknown,0.0
3047,779.0,193.5,2,2,unknown,0.0
3048,793.5,257.0,2,2,unknown,0.0
